parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,extra,i,idx0,idx1,idx2,idx3,inst,j,pname,pstyle,ptype,usecol,x,y,zone
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:5_j:5_x:1375.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,5,,,,,0,5,npf,m,gr,,1375.00,8625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:5_j:6_x:1625.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,5,,,,,0,6,npf,m,gr,,1625.00,8625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:5_j:7_x:1875.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,5,,,,,0,7,npf,m,gr,,1875.00,8625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:5_j:8_x:2125.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,5,,,,,0,8,npf,m,gr,,2125.00,8625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:5_j:9_x:2375.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,5,,,,,0,9,npf,m,gr,,2375.00,8625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:5_j:10_x:2625.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,5,,,,,0,10,npf,m,gr,,2625.00,8625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:5_j:11_x:2875.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,5,,,,,0,11,npf,m,gr,,2875.00,8625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:5_j:12_x:3125.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,5,,,,,0,12,npf,m,gr,,3125.00,8625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:5_j:13_x:3375.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,5,,,,,0,13,npf,m,gr,,3375.00,8625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:5_j:14_x:3625.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,5,,,,,0,14,npf,m,gr,,3625.00,8625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:5_j:15_x:3875.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,5,,,,,0,15,npf,m,gr,,3875.00,8625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:5_j:16_x:4125.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,5,,,,,0,16,npf,m,gr,,4125.00,8625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:5_j:17_x:4375.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,5,,,,,0,17,npf,m,gr,,4375.00,8625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:5_j:18_x:4625.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,5,,,,,0,18,npf,m,gr,,4625.00,8625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:5_j:19_x:4875.00_y:8625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,5,,,,,0,19,npf,m,gr,,4875.00,8625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:6_j:0_x:125.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,6,,,,,0,0,npf,m,gr,,125.00,8375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:6_j:1_x:375.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,6,,,,,0,1,npf,m,gr,,375.00,8375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:6_j:2_x:625.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,6,,,,,0,2,npf,m,gr,,625.00,8375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:6_j:3_x:875.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,6,,,,,0,3,npf,m,gr,,875.00,8375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:6_j:4_x:1125.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,6,,,,,0,4,npf,m,gr,,1125.00,8375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:6_j:5_x:1375.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,6,,,,,0,5,npf,m,gr,,1375.00,8375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:6_j:6_x:1625.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,6,,,,,0,6,npf,m,gr,,1625.00,8375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:6_j:7_x:1875.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,6,,,,,0,7,npf,m,gr,,1875.00,8375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:6_j:8_x:2125.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,6,,,,,0,8,npf,m,gr,,2125.00,8375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:6_j:9_x:2375.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,6,,,,,0,9,npf,m,gr,,2375.00,8375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:6_j:10_x:2625.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,6,,,,,0,10,npf,m,gr,,2625.00,8375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:6_j:11_x:2875.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,6,,,,,0,11,npf,m,gr,,2875.00,8375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:6_j:12_x:3125.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,6,,,,,0,12,npf,m,gr,,3125.00,8375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:6_j:13_x:3375.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,6,,,,,0,13,npf,m,gr,,3375.00,8375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:6_j:14_x:3625.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,6,,,,,0,14,npf,m,gr,,3625.00,8375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:6_j:15_x:3875.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,6,,,,,0,15,npf,m,gr,,3875.00,8375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:6_j:16_x:4125.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,6,,,,,0,16,npf,m,gr,,4125.00,8375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:6_j:17_x:4375.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,6,,,,,0,17,npf,m,gr,,4375.00,8375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:6_j:18_x:4625.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,6,,,,,0,18,npf,m,gr,,4625.00,8375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:6_j:19_x:4875.00_y:8375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,6,,,,,0,19,npf,m,gr,,4875.00,8375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:7_j:0_x:125.00_y:8125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,7,,,,,0,0,npf,m,gr,,125.00,8125.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:7_j:1_x:375.00_y:8125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,7,,,,,0,1,npf,m,gr,,375.00,8125.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:7_j:2_x:625.00_y:8125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,7,,,,,0,2,npf,m,gr,,625.00,8125.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:7_j:3_x:875.00_y:8125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,7,,,,,0,3,npf,m,gr,,875.00,8125.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:7_j:4_x:1125.00_y:8125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,7,,,,,0,4,npf,m,gr,,1125.00,8125.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:7_j:5_x:1375.00_y:8125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,7,,,,,0,5,npf,m,gr,,1375.00,8125.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:7_j:6_x:1625.00_y:8125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,7,,,,,0,6,npf,m,gr,,1625.00,8125.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:7_j:7_x:1875.00_y:8125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,7,,,,,0,7,npf,m,gr,,1875.00,8125.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:7_j:8_x:2125.00_y:8125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,7,,,,,0,8,npf,m,gr,,2125.00,8125.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:7_j:9_x:2375.00_y:8125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,7,,,,,0,9,npf,m,gr,,2375.00,8125.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:7_j:10_x:2625.00_y:8125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,7,,,,,0,10,npf,m,gr,,2625.00,8125.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:7_j:11_x:2875.00_y:8125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,7,,,,,0,11,npf,m,gr,,2875.00,8125.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:7_j:12_x:3125.00_y:8125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,7,,,,,0,12,npf,m,gr,,3125.00,8125.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:7_j:13_x:3375.00_y:8125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,7,,,,,0,13,npf,m,gr,,3375.00,8125.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:7_j:14_x:3625.00_y:8125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,7,,,,,0,14,npf,m,gr,,3625.00,8125.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:7_j:15_x:3875.00_y:8125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,7,,,,,0,15,npf,m,gr,,3875.00,8125.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:7_j:16_x:4125.00_y:8125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,7,,,,,0,16,npf,m,gr,,4125.00,8125.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:7_j:17_x:4375.00_y:8125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,7,,,,,0,17,npf,m,gr,,4375.00,8125.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:7_j:18_x:4625.00_y:8125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,7,,,,,0,18,npf,m,gr,,4625.00,8125.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:7_j:19_x:4875.00_y:8125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,7,,,,,0,19,npf,m,gr,,4875.00,8125.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:8_j:0_x:125.00_y:7875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,8,,,,,0,0,npf,m,gr,,125.00,7875.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:8_j:1_x:375.00_y:7875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,8,,,,,0,1,npf,m,gr,,375.00,7875.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:8_j:2_x:625.00_y:7875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,8,,,,,0,2,npf,m,gr,,625.00,7875.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:8_j:3_x:875.00_y:7875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,8,,,,,0,3,npf,m,gr,,875.00,7875.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:8_j:7_x:1875.00_y:7875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,8,,,,,0,7,npf,m,gr,,1875.00,7875.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:8_j:8_x:2125.00_y:7875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,8,,,,,0,8,npf,m,gr,,2125.00,7875.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:8_j:9_x:2375.00_y:7875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,8,,,,,0,9,npf,m,gr,,2375.00,7875.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:8_j:10_x:2625.00_y:7875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,8,,,,,0,10,npf,m,gr,,2625.00,7875.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:8_j:11_x:2875.00_y:7875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,8,,,,,0,11,npf,m,gr,,2875.00,7875.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:8_j:12_x:3125.00_y:7875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,8,,,,,0,12,npf,m,gr,,3125.00,7875.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:8_j:13_x:3375.00_y:7875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,8,,,,,0,13,npf,m,gr,,3375.00,7875.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:8_j:14_x:3625.00_y:7875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,8,,,,,0,14,npf,m,gr,,3625.00,7875.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:8_j:15_x:3875.00_y:7875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,8,,,,,0,15,npf,m,gr,,3875.00,7875.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:8_j:16_x:4125.00_y:7875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,8,,,,,0,16,npf,m,gr,,4125.00,7875.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:8_j:17_x:4375.00_y:7875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,8,,,,,0,17,npf,m,gr,,4375.00,7875.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:8_j:18_x:4625.00_y:7875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,8,,,,,0,18,npf,m,gr,,4625.00,7875.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:8_j:19_x:4875.00_y:7875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,8,,,,,0,19,npf,m,gr,,4875.00,7875.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:9_j:0_x:125.00_y:7625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,9,,,,,0,0,npf,m,gr,,125.00,7625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:9_j:1_x:375.00_y:7625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,9,,,,,0,1,npf,m,gr,,375.00,7625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:9_j:2_x:625.00_y:7625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,9,,,,,0,2,npf,m,gr,,625.00,7625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:9_j:3_x:875.00_y:7625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,9,,,,,0,3,npf,m,gr,,875.00,7625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:9_j:8_x:2125.00_y:7625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,9,,,,,0,8,npf,m,gr,,2125.00,7625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:9_j:9_x:2375.00_y:7625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,9,,,,,0,9,npf,m,gr,,2375.00,7625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:9_j:10_x:2625.00_y:7625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,9,,,,,0,10,npf,m,gr,,2625.00,7625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:9_j:11_x:2875.00_y:7625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,9,,,,,0,11,npf,m,gr,,2875.00,7625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:9_j:12_x:3125.00_y:7625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,9,,,,,0,12,npf,m,gr,,3125.00,7625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:9_j:13_x:3375.00_y:7625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,9,,,,,0,13,npf,m,gr,,3375.00,7625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:9_j:14_x:3625.00_y:7625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,9,,,,,0,14,npf,m,gr,,3625.00,7625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:9_j:15_x:3875.00_y:7625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,9,,,,,0,15,npf,m,gr,,3875.00,7625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:9_j:16_x:4125.00_y:7625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,9,,,,,0,16,npf,m,gr,,4125.00,7625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:9_j:17_x:4375.00_y:7625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,9,,,,,0,17,npf,m,gr,,4375.00,7625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:9_j:18_x:4625.00_y:7625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,9,,,,,0,18,npf,m,gr,,4625.00,7625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:9_j:19_x:4875.00_y:7625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,9,,,,,0,19,npf,m,gr,,4875.00,7625.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:10_j:0_x:125.00_y:7375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,10,,,,,0,0,npf,m,gr,,125.00,7375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:10_j:1_x:375.00_y:7375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,10,,,,,0,1,npf,m,gr,,375.00,7375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:10_j:2_x:625.00_y:7375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,10,,,,,0,2,npf,m,gr,,625.00,7375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:10_j:3_x:875.00_y:7375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,10,,,,,0,3,npf,m,gr,,875.00,7375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:10_j:8_x:2125.00_y:7375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,10,,,,,0,8,npf,m,gr,,2125.00,7375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:10_j:9_x:2375.00_y:7375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,10,,,,,0,9,npf,m,gr,,2375.00,7375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:10_j:10_x:2625.00_y:7375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,10,,,,,0,10,npf,m,gr,,2625.00,7375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:10_j:11_x:2875.00_y:7375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,10,,,,,0,11,npf,m,gr,,2875.00,7375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:10_j:12_x:3125.00_y:7375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,10,,,,,0,12,npf,m,gr,,3125.00,7375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:10_j:13_x:3375.00_y:7375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,10,,,,,0,13,npf,m,gr,,3375.00,7375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:10_j:14_x:3625.00_y:7375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,10,,,,,0,14,npf,m,gr,,3625.00,7375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:10_j:15_x:3875.00_y:7375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,10,,,,,0,15,npf,m,gr,,3875.00,7375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:10_j:16_x:4125.00_y:7375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,10,,,,,0,16,npf,m,gr,,4125.00,7375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:10_j:17_x:4375.00_y:7375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,10,,,,,0,17,npf,m,gr,,4375.00,7375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:10_j:18_x:4625.00_y:7375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,10,,,,,0,18,npf,m,gr,,4625.00,7375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:10_j:19_x:4875.00_y:7375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,10,,,,,0,19,npf,m,gr,,4875.00,7375.00,1
pname:npf_k_layer1_gr_inst:0_ptype:gr_pstyle:m_i:11_j:0_x:125.00_y:7125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer1_gr,1.0,0.0,1,,11,,,,,0,0,npf,m,gr,,125.00,7125.00,1
